Gene_Symbol	Gene_ID
ABHD17AP6	644988
KIF24	347240
PNRC1	10957
STK38L	23012
TPTE2P2	644623
ADAM7	8756
LOC101927284	101927284
KRT28	162605
PON1	5444
OR52B4	143496
SCA25	338435
SMAD7	4092
EDC4	23644
RAB11FIP4	84440
CCDC181	57821
RPSAP4	145259
CMYA5	202333
LOC285593	285593
GAPDHP46	100240711
PPP2R3C	55012
PRKD3	23683
FAM231C	729587
ADCY5	111
ACIN1	22985
TRIM60P18	100420415
SLC6A19	340024
DENND4C	55667
MLEC	9761
MIR1827	100302217
TSEN15P1	100288179
MIR3606	100500837
OR7E102P	400984
KIAA2013	90231
PIP5K1P2	100129824
SPRNP1	399833
LOC100127947	100127947
ZNF25	219749
ARHGEF26	26084
KATNAL2	83473
MIR5688	100847077
AIH3	201
RPL21P127	100271452
MICF	352957
MGAT2	4247
SSU72P4	441584
SF3B5	83443
DHPS	1725
TSPYL2	64061
MMP10	4319
ABHD14B	84836
HCP5	10866
SNAR-A1	100126798
HBFQTL4	171515
XRCC6P3	127086
SHROOM4	57477
SCIN	85477
CPXCR1	53336
NEU1	4758
MS4A15	219995
PA2G4P1	389884
C20ORF202	400831
ELF3	1999
LINC00442	348021
LOC100507419	100507419
MRPS17P9	359760
MYNN	55892
MIR340	442908
TPCN1	53373
DICER1-AS1	400242
C20ORF24	55969
IGKV2OR22-4	28847
RMDN3	55177
FTH1P20	729009
UHRF1BP1L	23074
CD3E	916
UNKL	64718
PIBF1	10464
SKAP1	8631
RCVRN	5957
C16ORF87	388272
LRFN2	57497
NBPF13P	644861
CCDC89	220388
COL4A3	1285
TRAM1	23471
ZNF195	7748
TMEM41A	90407
ZNF212	7988
PKD1P1	339044
RSRP1	57035
MIR1254-2	100616217
COX8C	341947
USP43	124739
ZBTB8OS	339487
FBN2	2201
MENOQ2	100302517
HERPUD2	64224
RPL36P16	651600
PAPD7	11044
RSCIS	64239
SETD6	79918
BCDIN3D-AS1	100286844
MALSU1	115416
ZNF761	388561
RPSAP8	643617
SLC25A46	91137
BHMT2	23743
LINC00867	100506126
KRT16P3	644945
ZDHHC24	254359
LCAT	3931
CCDC170	80129
SUMF2	25870
ARHGDIB	397
NME2P1	283458
LOC100134391	100134391
GDI2P1	2667
LOC102724334	102724334
RRAGD	58528
DKFZP564C152	26120
GNRHR2P1	404718
ST6GALNAC5	81849
SLC10A6	345274
POLE3	54107
NDNC9	100682325
DEFB113	245927
DCDC1	341019
SLCO4A1-AS1	100127888
ANKRD46	157567
PRKCZ	5590
UBA52P8	100271343
LOC400756	400756
AOCH	93956
TP53RK	112858
SOX9	6662
PHF3	23469
FBXW11P1	54099
PRBNS	100301572
IMPDH1P10	100874399
HP09025	100652929
ANO4	121601
GS1-600G8.3	100093698
HSPB6	126393
LOC102723866	102723866
COX20P1	100507102
EME1	146956
SAMD4B	55095
GAPT	202309
RPL34-AS1	285456
ZNF652P1	646592
FBXO40	51725
PRY	9081
ALCAM	214
PHYHD1	254295
MIPOL1	145282
DBF4P1	645084
MFSD1	64747
AWAT1	158833
KLRAP1	10748
PLSCR5-AS1	100874104
FLJ45950	399975
RPS10P18	100271349
LINC00869	57234
NOTCH4	4855
DTNBP1	84062
OR3A3	8392
MIR532	693124
SNORD66	692107
ECTD8	101101768
OR12D2	26529
CRISP3	10321
OXER1	165140
AASTH42	544582
WT1	7490
FAM72A	729533
SNORD86	692201
RNU7-45P	100147832
LOC100507600	100507600
RPL36A-HNRNPH2	100529097
MIR1287	100302133
STRC	161497
FKBP7	51661
DDX28	55794
SUCNR1	56670
USP17L12	100287205
CLDN10	9071
ZNF32	7580
PGBD5	79605
FZD2	2535
LOC100506289	100506289
ZDHHC4	55146
IGANRP	100652933
TAGAP	117289
ASIC2	40
C5ORF56	441108
FKBP9P1	360132
NLGN4Y	22829
ZNF623	9831
FAM212B	55924
SCP2D1	140856
DFNA58	100359395
GLYATL1P1	100129032
ZDHHC20P2	100048908
RPL21P2	140715
LOC149373	149373
FBXO24	26261
LRRC7	57554
VDAC1P2	10064
MIR4325	100422883
LSM6P2	100462857
GOLGA2P8	728477
LOC283731	283731
KIF16B	55614
SLC7A14	57709
PEX7	5191
RPL7AP27	152663
DLL4	54567
BTNL3	10917
C14ORF142	84520
RNU1-22P	100873863
SNORA59A	677885
NECAB2	54550
RPS2P46	125208
ARMC1	55156
OR8G2	26492
CCL11	6356
FOXC1	2296
HMGN2P27	100874471
LOC728084	728084
LOC646670	646670
TBL3	10607
COG4	25839
IQCF6	440956
SNORD88B	692203
LINC01364	100505768
LOC100506585	100506585
MIR3911	100500872
THAS	7055
UBXN2A	165324
MIR1295B	100847009
SNORD113-8	767568
ARL2-SNX15	100528018
ALDOAP2	228
POLR1D	51082
KAZA2	101241898
STK11IP	114790
C11ORF30	56946
MIR4633	100616175
ELMO3	79767
C7ORF55-LUC7L2	100996928
TGFBR2	7048
MYP9	553194
FEM1A	55527
SPATA31D4	389761
LOC283335	283335
LOC644058	644058
GLB1L3	112937
IGLV7-46	28775
HIST1H3D	8351
AKAP5	9495
OR5H4P	79299
VSIG2	23584
RNA5SP55	100873293
EEPD1	80820
FAM86LP	641924
SXI2	117237
FMN2	56776
LOC100132174	100132174
HMGB1P23	100873891
MCM8	84515
PKD3	5312
FRIASS	103344927
ZNF56	7608
PLCG1	5335
HNRNPC	3183
KDM3B	51780
SOS2	6655
CSTF3-AS1	338739
SNORD115-39	100033813
TAX1BP1	8887
NCOR2	9612
UBE2N	7334
TTTY12	83867
NPCDR1	246734
RGPD2	729857
LI5	140560
MIR4320	100422865
GIPC1	10755
SFMBT1	51460
LOC100288911	100288911
NASPP1	282694
TTPAL	79183
ALDOAP1	391538
LINC00476	100128782
MAG	4099
LOC100129648	100129648
LOC100506901	100506901
RPL21P3	128760
MYF6	4618
LOC645357	645357
LOC100507664	100507664
ZNF252P-AS1	286103
MIR631	693216
BTF3L4	91408
JADE1	79960
RPL21P42	100271162
LILRA6	79168
CHCHD10	400916
GPR137C	283554
ARHGAP44	9912
EGLN3	112399
TRAV12-3	28672
GALK1	2584
YAF2	10138
AIS2	378426
DGAT2	84649
CLIP1-AS1	100507066
NEXN-AS1	374987
LOC100506127	100506127
SCML1	6322
C17ORF47	284083
VLDLR	7436
PLCH1-AS2	100874036
STHAG5	100188748
ZFX	7543
NETO2	81831
HSPA13	6782
RFPL1S	10740
LOC400043	400043
OPN1MW	2652
DNM3-IT1	100874284
NSMCE1	197370
FLJ44674	400535
TNFAIP1	7126
NUBP1	4682
TRPM6	140803
SPATC1L	84221
SNORA76C	677842
LOC100506458	100506458
C1ORF210	149466
MIR500B	100422911
SPOCK3	50859
ZNF83	55769
MIR1199	102466515
LOC100131490	100131490
CTC-360P9.3	100996665
CSMD1	64478
ANKDD1A	348094
RPL5P12	100270833
MIR548K	100313770
SMPX	23676
PCDHAC1	56135
RPL13P5	283345
IL15RA	3601
CCDC43	124808
LOC145694	145694
ABHD1	84696
CCNE2	9134
ABHD17AP5	91219
FAM110C	642273
RPS8P6	100270871
SOX5	6660
ATRIP	84126
IGLCOR22-1	84096
C20ORF195	79025
REXO1L2P	100288527
MS4A5	64232
RANP1	221547
RNY1	6084
TIPIN	54962
LIMD1-AS1	644714
ETV1	2115
PRAMEF4	400735
CNFN	84518
SNX18P14	100418972
SETMAR	6419
TRUB1	142940
ZP3	7784
TRGV2	6974
TPTE	7179
RAP1GAP	5909
FLJ46066	401103
RPL5P29	390158
C12ORF39	80763
GPR26	2849
GOLGA8EP	390535
ZNF630	57232
C2	717
KIAA1024L	100127206
MIR1226	100302232
CCDC116	164592
ZNF443	10224
MPP7	143098
TIGD4	201798
SCG3	29106
USP17L6P	391622
LYPD5	284348
MIR3939	100500857
MIR3675	100500876
MIR4435-1HG	541471
SOCS2P2	266701
IPO8P1	100418819
LINC00351	100874137
LOC440434	440434
ZBTB7A	51341
GAL	51083
MIR3907	100500835
CXXC5	51523
HIPK1	204851
RDH5	5959
EVX2	344191
CCNG1	900
GCNT6	644378
C1ORF189	388701
APBA3	9546
PIEZO2	63895
ITPR1-AS1	100996539
HARS2	23438
SEPT7P8	100418735
TXNDC15	79770
LRSL	406214
IGLV4-69	28784
SPTB	6710
TMEM184C	55751
TMEM240	339453
SLC25A5P5	442525
UBE2L2	100506424
PLB1	151056
LOC284648	284648
OCTN3	100049579
FAM223A	100132967
GAL3ST2	64090
MIR4709	100616211
LIG4	3981
NAPA	8775
GAFA3	100128236
PSG8	440533
WHAMM	123720
TAAR9	134860
PI4K2B	55300
VN1R1	57191
BOD1L1	259282
POROK6	100196911
GPR151	134391
ARVCF	421
MMP20	9313
LOC100506955	100506955
LINC00552	100130386
LOC100996583	100996583
SLX1B	79008
RPS5P2	100130240
OR51F2	119694
SNORD114-26	767606
PSMC3IP	29893
OR5AC1	81431
RPS27P12	100271117
CKBP1	1157
RPL5P24	100270841
SOX8	30812
SLC35E4	339665
CNC2	1257
AMPD2	271
MYCLP1	4611
TCP1P2	6952
UNC50	25972
MIR4268	100422959
RAI14	26064
TDRD6	221400
AKR1B1P6	100129769
CTDSP2	10106
RNF185	91445
PAPOLG	64895
SMIM4	440957
PPOX	5498
LOC100131796	100131796
LRRC8C	84230
TNFRSF25	8718
GXYLT2	727936
C2ORF88	84281
MIIP	60672
RPL7P5	654381
RNASE3	6037
TMSB10P1	100506723
RBM33	155435
PP12719	100653022
STUT1	100049541
PSMA2	5683
P4HB	5034
SRPK1	6732
LOC100505920	100505920
LOC101060817	101060817
C6ORF7	89758
ID3	3399
USP17L18	100287364
RGS19	10287
MORN4	118812
PROP1	5626
LYRM2	57226
GPR17	2840
APOBEC2	10930
FAM196A	642938
NOMO1	23420
CATSPER2	117155
KDSR	2531
GAPDHP67	2609
EBLN1	340900
OR4F4	26682
FANCF	2188
FAHD2B	151313
LOC101929118	101929118
LAMB2	3913
MORC2	22880
ANAPC1P1	100286979
LINC01020	340094
RFTN1P1	360015
SLC6A17	388662
LINC00460	728192
TMEM14D	645203
GPR1-AS	101669764
SSR2	6746
AMHR2	269
MKX	283078
KIAA1468	57614
KIRREL3-AS2	100874251
EDDM3B	64184
MIR30E	407034
MIR3158-2	100423033
SLC20A1P1	192127
ACPL2	92370
NR5A1	2516
MSMB	4477
PDCL2	132954
RPL12P11	128467
RPS2P7	86781
DDB2	1643
NPM1P8	100130233
C17ORF97	400566
MIR514A3	574518
AD16	100271718
MIR302C	442895
RGPD6	729540
GSG2	83903
RPS15P5	729789
PRKCSH	5589
LINC00200	399706
LOC391771	391771
LOC441528	441528
NAA25	80018
DCAF17	80067
HPE8	619406
ASB16	92591
VEGFC	7424
MIR4286	100422982
YWHAZP7	100130640
GAPDHP68	100132601
HPVC1	3262
LINC01091	285419
PPP1R2P9	80316
TRIM14	9830
RASAL2	9462
CECR2	27443
SNORA11D	100124541
LOC400706	400706
COX7A2	1347
TMEM105	284186
C1QL2	165257
PDE12	201626
FAM226B	653687
SIN3A	25942
CFHR5	81494
UBR1	197131
FGD1	2245
FGD6	55785
RNF214	257160
DEGS2	123099
LRRC46	90506
SNORA16A	692073
CXORF30	645090
MT2A	4502
LOC102723654	102723654
PABPC1P11	100421058
FGF7	2252
P2RY14	9934
MED1	5469
KIF25	3834
LOC653303	653303
STQTL15	100270801
APEX1	328
CRCS2	100188841
SYNJ2BP	55333
WFDC1	58189
RPL15P1	128756
AMPH	273
ARPC3P2	391160
SNORD113-1	767561
PTGER4P2-CDK2AP2P2	442421
LOC100133039	100133039
MYRIP	25924
BLVRB	645
GPN1	11321
CASC5	57082
SPATA45	149643
MMAA	166785
ZFAT	57623
IGLVVI-25-1	84090
KCNJ3	3760
UQCRC2P1	100131327
SPINK4	27290
FAM183CP	286135
MIR518E	574487
RBFOX3	146713
SALL4P2	100130259
SHOC2	8036
MIR4758	100616340
SPDYE4	388333
RPL21P68	645452
OR7C1	26664
LINC00336	401253
ZBTB20-AS1	100131117
PPIAP6	319128
RGMB	285704
PLA2G4F	255189
PASK	23178
RPRD1A	55197
LOC641746	641746
MIR30D	407033
ABCC4	10257
LINC00662	148189
AMMECR1L	83607
LOC729313	729313
C1ORF122	127687
MIR3617	100500897
PPAN-P2RY11	692312
RPS10P20	100271547
INPP5E	56623
NHS-AS1	100873920
SNORD63	26785
LOC100130357	100130357
MTM1	4534
GEMIN5	25929
IGHV3-16	28447
TESPA1	9840
MIR5584	100847089
MIR3688-1	100500881
NPHP3-AS1	348808
LOC100129083	100129083
PNLIPRP2	5408
ANKRD32	84250
HSPD1P3	3332
LNP1	348801
MIR4730	100616359
IQCF3	401067
VCY1B	353513
NFX1	4799
HDAC10	83933
BIRC2	329
VN1R48P	100312798
ZNF816-ZNF321P	100529240
MLLT10	8028
TMBIM6	7009
USP32P1	162632
SLC35G6	643664
LOC643043	643043
HOXA5	3202
CCER2	643669
RHOU	58480
ANKRD20A3	441425
KY	339855
PSMG3-AS1	114796
CR1L	1379
SMARCE1P2	442233
NCAPG	64151
LDHA	3939
GEVQ1	474334
TATDN2	9797
SNORD54	26795
LOC100131532	100131532
RAP2C-AS1	101928578
DPM2	8818
TEX15	56154
FGFR4	2264
MUT	4594
SNORD29	9297
COA5	493753
MIR135B	442891
PLCB3	5331
SERGEF	26297
SLC16A1P1	100422547
ZNF101	94039
CCDC50	152137
IGKV2-23	28924
CCDC7	79741
GIGYF2	26058
ENPP3	5169
TRNS	6775068
MENOQ1	494029
RNF20	56254
ASB9	140462
NEUROD4	58158
MIR5001	100847037
HSPE1P7	100132346
SNORD115-9	100033446
SMLR1	100507203
SLC12A8	84561
WFDC12	128488
LOC100507388	100507388
EBR3	1884
CCDC85A	114800
LOC647020	647020
MHS6	4266
OVOS	408186
WDR82P1	728505
OR4P4	81300
LDHAL6FP	100420477
MAPK13	5603
C21ORF54	728409
NUBPL	80224
MIR4511	100616379
RNU5B-3P	100147751
GRID2IP	392862
MRPL13	28998
LOC100130027	100130027
MIR3192	100422875
HDL3	53369
MORF4L2	9643
HAGH	3029
TOX3	27324
PUF60	22827
TNNI1	7135
MIR181A1	406995
KRT10	3858
RPS11P6	729258
LOC285442	285442
PDXDC1	23042
SUMO1	7341
NPM1P5	4874
USF1P1	100151645
TMBIM1	64114
DPF3	8110
C19ORF68	374920
ILF2P1	100421506
SBNO2	22904
CS	1431
RPP14	11102
SNORD115-29	100033803
AATF	26574
PDRG1	81572
MYEOV2	150678
CDKN2AIP	55602
UBE2R2	54926
ARL5AP4	641379
LINC00839	84856
CYP2D6	1565
C8ORF87	389676
WDM	50988
SNORD3B-1	26851
HCG4P7	353004
LPAR5	57121
LOC642574	642574
FRMPD1	22844
NES	10763
PRSS22	64063
GTF2H2B	653238
SETD5	55209
PRSS3P3	136540
DLEU2	8847
LINC00972	100505913
SNORD116-20	100033431
ZACN	353174
LOC100132481	100132481
MTMR4	9110
MIR376C	442913
TMEM184A	202915
SLC9B1P2	389000
OR5B3	441608
GM2A	2760
IMPAD1	54928
RBM4B	83759
PNMA3	29944
SPCS2	9789
GJD3	125111
OTUB2	78990
ECT	100379198
ASF1B	55723
RUNDC3B	154661
OR52B5P	81270
STAU2-AS1	100128126
GSX1	219409
RPL36AP40	554234
FAM41C	284593
ZBTB37	84614
VDAC1P1	642585
MRPS22	56945
SNORD112	692215
IGHVII-20-1	28375
MIR1286	100302118
ATG5	9474
CCL3	6348
BEND4	389206
UBE2D3	7323
MUSK	4593
FRMD4B	23150
CTGLF12P	414224
TM9SF2	9375
PPIEL	728448
FGFRL1	53834
SLCO1B1	10599
LINC01132	100506810
KU-MEL-3	497048
TMEM67	91147
RN7SKP5	100873849
GGT6	124975
BTG3	10950
KCNJ18	100134444
YTHDF3	253943
HSCR5	404720
ABCA13	154664
TAB2	23118
TRR	7870
MIR3615	100500847
TST	7263
AK5	26289
BMS1P3	414217
ARL13B	200894
LINC01004	100216546
DLL1	28514
ACTG1	71
DEFB115	245929
EIF3FP2	83880
DOK2	9046
PHF2	5253
LOC100507217	100507217
FUNDC1	139341
PTPRJ	5795
SLC25A53	401612
C14ORF144	145195
ACCSL	390110
IFT43	112752
MIR4522	100616277
ZNF402P	266673
SNORD124	101340251
MLIP-IT1	100874282
PMPCA	23203
SKP1P2	728622
HOXD@	3230
LINC01432	100270679
TRAV8-5	28681
HNRNPA1P64	100129325
MIR1277	100302214
SLC39A12-AS1	100129213
INCA1	388324
HSPA4L	22824
CNOT3	4849
OR14A16	284532
MIR510	574515
LOC102725412	102725412
MIR483	619552
TLX1NB	100038246
FREM1	158326
AWAT2	158835
MYO9B	4650
IGHV6-1	28385
RPL5P2	140749
OR52L2P	79274
LOC440934	440934
LINC00577	100113403
TNRC6A	27327
RTN4RL1	146760
C1ORF109	54955
LILRA2	11027
COP	1313
TTC21B-AS1	100506134
RNA5SP25	100873357
SNORD115-45	100036566
PLEKHO2	80301
FAM163A	148753
SMC1B	27127
GUCA2A	2980
PKN2	5586
MTND1P27	100288227
ADAM20	8748
ACOT13	55856
FLJ16124	440867
ASS1P7	339845
ANXA9	8416
HTC2	3342
UTY	7404
ZNF716	441234
MFAP1P1	646755
PAICSP4	780813
SLC25A5	292
EVA1A	84141
AGPAT4-IT1	79992
MIR124-2	406908
ARF1P2	100420012
LOC100506691	100506691
FIP1L1	81608
LINC01185	400957
CABP5	56344
IGHV1-14	28470
PTCD2P2	100132487
ASGR2	433
LOC100422737	100422737
STIL	6491
GLYCTK-AS1	100874110
TIMM8A	1678
LGALS1	3956
MIR609	693194
LOC729680	729680
GOLGA2P7	388152
VPS26BP1	100421729
POPDC3	64208
GPBAR1	151306
MIR486-1	619554
FAM90A10P	441328
CLTCL1	8218
CT47A8	728049
SEBOX	645832
IGKV2D-19	28887
CUTC	51076
TTC3-AS1	100874006
IGKV2D-30	28881
THUMPD3	25917
MIR380	494329
POTEB	100996331
SNORD4B	26772
VPS13D	55187
MIR3687-1	100500815
SDHDP6	29768
MIR4251	100422968
LOC285696	285696
USP17L8	392188
TRIM6-TRIM34	445372
FBXL7	23194
DOCK9-AS2	100861541
GABBR2	9568
SNAP25	6616
STK36	27148
CCDC142	84865
IGLVI-70	28763
PRAC2	360205
RAB40AL	282808
MYOD1	4654
ARGFX	503582
ANKRD20A2	441430
C2ORF68	388969
DUSP21	63904
USP17L19	100287404
GPRC5B	51704
PPIAP10	140913
PTPN4	5775
IPMKP1	401730
SNORD32A	26819
FNDC5	252995
ATP5G1	516
MMRN1	22915
NPIPA5	100288332
EIF4A1P1	54052
B3GNT2	10678
ASAH2B	653308
E11S	1878
GER	59330
DNAJB1P1	171221
MIR105-2	406898
FAM204A	63877
CTD-2297D10.2	101929176
SAFB	6294
MIR4255	100422898
MYLKP1	9430
LOC100130964	100130964
OMD	4958
ECT2	1894
CDHR4	389118
LOC442060	442060
RPL7L1P11	347509
MTND5P3	100873210
MYP1	4657
SH3KBP1	30011
LINC00559	100874187
RPL21P109	100271437
CCR2	729230
BZX	8255
BMND3	246259
RPL3P2	116935
SDCBPP2	100129960
CDRT7	94150
TBC1D27	96597
MIR548AH	100616254
LOC100505588	100505588
HS6ST1P1	388605
RNA5SP103	100873374
TNFRSF9	3604
CCK	885
MIR5093	100847022
MZB1	51237
PEE3	780909
LINC00671	388387
DLG3-AS1	100873930
LYZ	4069
RNA5SP464	100873708
LOC101929829	101929829
AMOT	154796
MIR5188	100847004
ZAR1	326340
TG	7038
ZBED6	100381270
HIVEP2	3097
USPL1	10208
FCP1	2221
RPL5P11	402193
DDX11L2	84771
OSBPL3	26031
LOC391343	391343
ZNF677	342926
MIR1299	100302167
WBP11P1	441818
LINC00112	54089
MORC1-AS1	100506506
LRRTM4	80059
MRT10	100101425
GALP	85569
MUC20	200958
FP6628	100132183
CT55	54967
CAST	831
SNORA49	677829
LYPLAL1	127018
RPS7P10	100128060
CERS2	29956
RPL5P8	100130523
MAP7D2	256714
RAP1GDS1	5910
TUBB8P10	391171
SLC2A2	6514
UPP1	7378
ZNF605	100289635
SPATA18	132671
KRT18P6	122592
USP49	25862
ZSCAN25	221785
EHHADH-AS1	339926
OR7E83P	391630
ZNF385C	201181
XIRP2	129446
CHML	1122
OR4D1	26689
EGOT	100126791
RASSF2	9770
IGKV3D-25	28873
SCNM1	79005
C1QL3	389941
LOC339059	339059
FUT4	2526
LOC646179	646179
HYMAI	57061
OR52E1	79296
DYT15	317714
C20ORF197	284756
MIR652	724022
LOC145678	145678
BIRC7	79444
ZNF260	339324
KIF4B	285643
PUS3	83480
KCTD17	79734
SYCE3	644186
LOC730101	730101
ANKLE1	126549
POLD1	5424
LOC93622	93622
KLRK1	22914
ZSCAN12P1	221584
MIR4520-2	100616466
LOC100130876	100130876
PBX4	80714
SPOP	8405
ULBP2	80328
SIK2	23235
RNY1P6	100873805
CACNB2	783
MIRLET7F2	406889
EIF2AK4	440275
IFNR	3466
SLC45A1	50651
GAPDHP1	2616
LINC00421	100287114
EMX2OS	196047
COX5BP6	101234262
RPS4XP13	390183
MIR4483	100616162
PPP1R16A	84988
RPL23AP12	391282
EXOC3L4	91828
LCLAT1	253558
DELYQ11	619469
CGREF1	10669
MIR3652	100500842
THEGL	100506564
GAPDHP66	645256
MRC1	4360
KIAA1755	85449
LOC391722	391722
TELO2	9894
WDR87	83889
DNM3OS	100628315
SNORA46	677827
LINC01135	100131060
S100A11	6282
OR10J8P	343409
LINC00444	100874174
MIR188	406964
OR51D1	390038
SLX4	84464
SALL1P1	139163
TGM3	7053
IGSF10	285313
TNPO1	3842
ZNF485	220992
RAD17P2	9206
IL1RAPL2	26280
ATF6	22926
RPL12P38	645688
MRPL57	78988
LOC102724000	102724000
IGHV3-33-2	28433
RPL35AP26	100271630
TMEM189	387521
CD9	928
QSOX1	5768
MYH8	4626
HCN3	57657
DEFB135	613209
STMN3	50861
TBP	6908
ZNF24	7572
VSPA	59332
C10ORF107	219621
SDF2	6388
LYPD8	646627
STAB1	23166
RPL7P4	100133037
TMCC3	57458
BCAP31	10134
MIR3175	100422995
KRT18P68	139060
ZC3H4	23211
IL11	3589
TOPORS	10210
FAM106B	100996259
ACTC1	70
ZNF280B	140883
TATDN1	83940
GYPC	2995
DCANP1	140947
MIR3202-2	100422877
GRAPL	400581
LOC440446	440446
LOC142937	142937
LOC100129999	100129999
UBTFL6	643615
LRP1B	53353
LINC00514	283875
CAPN11	11131
MIR943	100126332
CX3CL1	6376
AIC	192
NUDC	10726
ABCA11P	79963
ZBTB46	140685
SAP30L-AS1	386627
ENHO	375704
TRBV23OR9-2	28552
FLJ41327	401045
CSNK1G2-AS1	255193
GALR2	8811
KHSRPP1	402359
ENPP7P1	100421823
C1QL1	10882
KANSL2	54934
MIR548J	100313914
MTND3P5	100873186
VWA3A	146177
LRRC37A17P	644397
SNRPEP7	100874415
PRM3	58531
B4GALNT3	283358
CCDC166	100130274
FEB7	100049160
LOC392232	392232
MUC2	4583
P2RY11	5032
RNY3P9	100862672
AUTS11	100188820
APELA	100506013
NDUFS5P1	100996944
LUZP4	51213
MIR135A1	406925
DKFZP434F142	84214
LOC541467	541467
TMEM57	55219
PCDH17	27253
MIR670HG	100507261
UBE2Z	65264
CTNND2	1501
KRT18P47	390634
HYT1	117191
CLIC5	53405
ACTR3BP5	399746
FLJ22763	401081
SNN	8303
GATAD2A	54815
RPL6P1	440587
KIAA1731NL	100653515
ARL17B	100506084
GTF2H4	2968
PP13	100129503
EPB41L1	2036
GEMIN4	50628
KRT79	338785
NPM1P18	10829
GLC1H	399564
SLC27A6	28965
DNAJC5G	285126
ATP5A1P2	504
LOC100289026	100289026
CLDN16	10686
RPL21P8	319145
USP17L26	728379
PPM1L	151742
MAPT-IT1	100130148
TCEA1P4	100421350
JARID2	3720
CFAP221	200373
RPL12P35	400389
FBF1	85302
PIM3	415116
KCNJ2	3759
LOC100505609	100505609
RPL12P12	85824
MIR4445	100616129
LOC101928399	101928399
LINC00273	649159
FLJ25758	497049
OR6A2	8590
LOC100288788	100288788
MIR517A	574479
IGLV2-8	28817
PPAPDC2	403313
MIR604	693189
COX8BP	404544
TNPO3	23534
ZNF189	7743
LINC01187	100507267
EIF3A	8661
CRIP2	1397
KIAA0408	9729
LOC100506457	100506457
UTP14C	9724
TCTN1	79600
MPRIPP1	100421374
FGF22	27006
ITGBL1	9358
FLJ42220	400207
C17ORF50	146853
SMAR	246751
CSDE1	7812
HSPC081	100286989
ZFYVE9P2	100420972
DFFA	1676
USP6NL	9712
HIST1H2APS1	387319
SNORD4A	26773
CAMKK2	10645
CLQTL2	100188817
ZNF890P	645700
EIF4A1P2	359792
SBDS	51119
HMGN1P21	728325
GUF1	60558
LOC642426	642426
DNAJC25-GNG10	552891
CREB3L1	90993
TCL1B	9623
C1GALT1C1	29071
SF3B1	23451
NEK4P2	100421734
HBE1	3046
EBM	1881
ERMP1	79956
TERF1P4	648283
ISG20L2	81875
NEK2P4	100381202
RPP25	54913
FAM90A25P	389633
MIR889	100126345
RBM10	8241
C7ORF65	401335
CCDC85B	11007
EXTL3-AS1	101929402
MIR548M	100313772
C5ORF38	153571
MIR3148	100422876
HAUS5	23354
OR7A11P	26669
HMGCLL1	54511
LOC100505782	100505782
UBTFL5	728231
MPVQTL6	100887751
ST6GAL1	6480
PPP1R26P3	100132173
LOC101930452	101930452
SCA9	140451
KIAA1715	80856
AHI1	54806
MIR708	100126333
LRP11	84918
ANKRD44	91526
COX7C	1350
MIR451A	574411
HNRNPA1P19	100874402
TCTEX1D4	343521
FTH1P23	100420300
DPYD-AS1	100873932
SPGF2	100653377
GDF1	2657
CDR2L	30850
AADACP1	201651
SEMA6A	57556
XIAP	331
GAPDHP59	645024
ANKFN1	162282
LOC254028	254028
MROH1	727957
APOH	350
RHOT2	89941
CYP26C1	340665
OR4P1P	79308
SLEB13	100196918
HMGN1P34	100874447
TRIM23	373
BTF3L4P1	100505945
PIK3R3	8503
NBPF14	25832
YEATS2	55689
MARCKSL1P1	100913183
SNORA5A	654319
UCN	7349
GDI1	2664
POU4F3	5459
JAM3	83700
CELA2B	51032
AADACL2	344752
LOC100996325	100996325
LOC100286946	100286946
RNU6ATAC	100151684
IGKV2-30	28919
RPS3AP30	100271254
ARRDC1-AS1	85026
HAL	3034
LOC646030	646030
H6PD	9563
LOC100996746	100996746
GLDCP1	2732
ZNF180	7733
NKAIN2	154215
PLA2R1	22925
PRB1	5542
LINC01118	388948
LTN1	26046
GZMA	3001
ANKRD26P3	100101938
NDUFV1	4723
ZNF121	7675
TLR5	7100
TOMM22P5	390007
LOC645513	645513
PCBD1	5092
HTR1B	3351
MTUS2-AS2	100874106
SNAR-F	100126781
LINC00683	400660
HERC2P4	100289574
LOC101928387	101928387
LOC728660	728660
LOC100128575	100128575
SPAG1	6674
MIR4465	100616180
TMEM38B	55151
TCF24	100129654
SPATS2	65244
ZNF79	7633
BRD4	23476
RPS23P1	93948
SEPT12	124404
GP5	2814
PRO2012	55478
TRAV12-1	28674
OMS	619538
MYL6B	140465
RPL21P121	100271445
PSMB2	5690
MIR3128	100422824
RPL5P16	100270837
RPL19P1	140759
MIR302A	407028
LOC101930123	101930123
LOC648570	648570
HNRNPA1P43	400769
SPTLC2	9517
SMIM8	57150
KCNG4	93107
H1F0	3005
TEX11	56159
COX4I1	1327
SPIDR	23514
SCARNA6	677772
LBH	81606
DDX6P1	442192
CASK	8573
KLHDC8A	55220
LOC338797	338797
PSORS1C3	100130889
FLJ44313	400658
CXB3S	1526
EBLN2	55096
DISC1FP1	101929222
ZFP1	162239
RPL10AP9	728979
DHRS11	79154
ZNF446	55663
SERPINB6	5269
SLC26A2	1836
TCTA	6988
FAM74A4	401508
AUNIP	79000
OR8D2	283160
RNA5SP39	100873371
ARHGAP23P1	102577425
FNDC3CP	100421340
LOC284441	284441
HSFX2	100130086
LOC100128400	100128400
